Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
54.0,2,4,7,1,11.6,16.7,10.1,181.0,5.3,9752.0,3.8,3.9,1709.0,Social Media
46.0,0,7,3,0,8.0,42.2,222.0,130.0,3.2,1038.0,3.0,0.5,115.0,Education
43.0,2,3,2,1,3.5,46.4,296.3,148.0,5.1,2576.0,0.5,1.3,481.0,Education
19.0,1,7,5,1,3.6,31.9,81.2,193.0,0.7,718.0,6.3,2.0,951.0,Work
38.0,1,5,0,1,9.9,20.2,48.9,136.0,4.4,3568.0,4.9,1.3,789.0,Social Media
41.0,1,7,8,1,10.4,1.8,46.0,85.0,4.1,3418.0,7.4,3.3,1800.0,Work
56.0,0,4,0,0,1.8,44.7,141.3,122.0,3.1,3145.0,4.2,2.1,1399.0,Work
46.0,2,6,8,1,10.6,21.7,26.3,158.0,1.3,6069.0,2.0,2.1,589.0,Entertainment
41.0,1,1,8,0,6.3,3.8,175.8,100.0,4.9,3479.0,3.4,3.3,1097.0,Gaming
24.0,2,6,4,0,1.9,44.8,204.9,189.0,2.1,4657.0,1.3,4.4,418.0,Gaming
21.0,0,5,4,1,6.1,34.9,73.7,200.0,5.6,1409.0,6.9,0.3,770.0,Gaming
22.0,0,8,9,0,3.5,10.0,141.2,100.0,1.1,2388.0,6.6,2.4,1936.0,Work
38.0,0,1,7,1,3.5,11.5,198.4,175.0,4.9,3956.0,4.3,1.5,1831.0,Social Media
47.0,1,9,1,1,6.4,44.3,102.2,136.0,2.9,9378.0,1.7,3.3,1388.0,Work
34.0,0,0,5,1,4.8,24.8,134.0,24.0,2.7,9463.0,5.3,2.9,436.0,Entertainment
38.0,0,3,9,1,11.9,34.9,227.7,51.0,0.8,2531.0,4.9,3.3,117.0,Gaming
24.0,1,2,0,1,1.0,36.2,145.6,64.0,1.1,8373.0,5.9,3.4,1371.0,Entertainment
55.0,1,3,1,1,9.8,24.5,176.7,151.0,3.9,3038.0,4.5,2.2,1922.0,Social Media
57.0,0,2,2,0,8.7,20.4,123.2,144.0,0.8,3269.0,2.8,2.4,428.0,Gaming
21.0,0,0,0,1,9.9,44.1,5.8,62.0,5.4,6124.0,4.7,1.2,886.0,Entertainment
38.0,1,2,2,1,4.3,22.6,126.6,131.0,4.8,2948.0,3.4,0.9,1547.0,Work
19.0,0,0,7,0,3.9,16.8,82.5,92.0,3.7,8981.0,2.7,2.1,160.0,Entertainment
53.0,1,5,9,0,3.0,33.3,181.8,124.0,5.5,8439.0,4.1,2.1,1695.0,Entertainment
44.0,2,7,1,1,10.5,28.1,287.0,29.0,5.2,1014.0,4.2,3.2,953.0,Gaming
35.0,0,9,3,0,2.6,30.2,268.6,71.0,2.0,9171.0,4.1,4.6,1780.0,Work
55.0,0,1,9,0,11.6,41.5,31.4,115.0,3.3,9874.0,4.2,3.4,195.0,Social Media
57.0,2,7,5,1,1.4,38.1,218.3,153.0,2.1,7268.0,1.2,5.0,1667.0,Entertainment
18.0,2,6,7,0,2.3,16.5,34.1,60.0,1.7,1468.0,7.8,2.5,923.0,Work
36.0,1,7,8,1,3.8,4.7,248.6,81.0,5.0,4771.0,2.3,2.1,580.0,Gaming
36.0,1,3,9,1,6.4,18.2,143.2,103.0,0.9,602.0,1.5,2.9,1229.0,Entertainment
16.0,2,2,0,0,1.8,42.0,223.4,161.0,0.6,2135.0,7.7,0.1,1961.0,Work
35.0,2,6,7,0,5.5,46.5,188.2,191.0,4.0,5203.0,3.3,3.6,546.0,Entertainment
42.0,1,0,0,0,4.6,31.1,159.0,141.0,5.0,1005.0,3.0,2.0,1918.0,Entertainment
33.0,1,4,5,1,2.6,3.3,159.9,66.0,1.8,4013.0,2.4,2.3,274.0,Gaming
21.0,0,4,6,0,10.2,23.7,131.6,174.0,0.7,6718.0,1.1,0.9,782.0,Social Media
49.0,1,3,6,1,8.5,10.1,225.6,196.0,1.2,3187.0,4.1,0.9,174.0,Education
54.0,1,3,3,0,4.0,21.5,5.4,179.0,3.7,5041.0,4.6,4.9,753.0,Gaming
58.0,2,1,3,1,8.1,23.4,14.3,89.0,2.1,6048.0,7.0,1.5,1708.0,Education
29.0,0,4,1,0,7.2,1.5,133.9,120.0,5.0,4449.0,4.1,4.1,219.0,Education
44.0,1,6,5,0,7.2,5.9,222.1,14.0,4.8,238.0,6.4,3.8,1560.0,Gaming
38.0,0,8,8,0,5.9,45.8,161.3,73.0,4.4,9897.0,0.5,1.8,514.0,Education
24.0,2,3,2,1,9.5,16.0,267.4,54.0,3.7,2464.0,3.6,1.9,709.0,Work
41.0,1,5,6,0,4.2,7.2,241.4,59.0,2.1,2370.0,3.4,1.4,1672.0,Education
54.0,1,3,0,1,8.3,28.2,94.2,190.0,2.3,7769.0,0.9,1.4,514.0,Entertainment
15.0,2,3,3,1,4.9,6.4,59.7,88.0,4.6,934.0,5.6,4.0,1025.0,Entertainment
51.0,2,8,7,1,1.8,16.9,258.0,74.0,4.0,9319.0,3.9,0.3,1416.0,Work
28.0,0,9,8,1,1.9,26.9,228.1,117.0,3.7,5731.0,4.3,2.9,1450.0,Entertainment
30.0,2,1,1,1,8.9,19.1,102.4,189.0,4.1,8960.0,1.1,3.3,369.0,Entertainment
22.0,1,7,7,1,8.2,40.7,291.2,98.0,1.7,418.0,7.7,0.2,211.0,Entertainment
34.0,2,7,9,1,2.5,31.8,143.1,160.0,3.9,5974.0,1.1,1.7,253.0,Gaming
33.0,2,4,5,1,10.0,4.1,12.8,111.0,4.3,9511.0,2.9,4.2,1448.0,Gaming
33.0,0,9,7,0,3.0,6.7,74.7,171.0,3.6,4350.0,6.3,1.0,574.0,Education
55.0,2,1,8,1,1.8,11.8,22.9,193.0,3.5,9880.0,2.1,3.8,1160.0,Work
34.0,0,5,5,1,11.8,13.7,66.9,121.0,4.8,5859.0,2.7,1.4,848.0,Education
22.0,0,4,5,1,8.2,11.9,28.6,10.0,5.7,2703.0,5.7,1.3,804.0,Work
59.0,0,8,7,1,11.1,42.0,17.2,150.0,3.1,4145.0,5.6,2.7,571.0,Gaming
18.0,1,1,6,1,4.5,49.8,189.6,197.0,5.5,6579.0,4.2,3.2,1244.0,Social Media
28.0,0,5,1,0,4.6,40.6,213.6,80.0,4.8,3988.0,2.2,1.9,1741.0,Social Media
26.0,0,0,8,0,10.5,45.2,278.6,86.0,5.7,3109.0,5.5,1.9,1233.0,Gaming
34.0,1,4,9,0,9.8,9.6,32.7,175.0,0.6,9868.0,3.3,3.7,632.0,Education
30.0,0,4,9,0,3.2,24.9,168.9,154.0,2.0,2363.0,5.8,0.6,1851.0,Education
55.0,2,0,4,0,10.6,31.0,211.8,19.0,1.1,9522.0,2.8,1.8,305.0,Gaming
16.0,2,7,7,1,8.4,44.6,140.1,96.0,3.7,3855.0,2.9,2.8,1959.0,Social Media
46.0,1,2,3,1,6.8,11.5,139.3,143.0,1.9,4137.0,7.1,2.3,1779.0,Entertainment
56.0,2,1,5,1,5.4,20.3,120.0,82.0,4.0,9928.0,7.0,4.8,740.0,Work
23.0,1,8,9,0,1.2,6.4,174.5,49.0,4.3,5565.0,7.7,4.5,115.0,Gaming
49.0,1,3,7,0,2.3,13.0,182.0,71.0,3.1,1794.0,5.2,0.9,1796.0,Entertainment
46.0,2,6,9,1,7.0,4.6,50.1,62.0,4.2,9436.0,5.7,3.4,1750.0,Education
49.0,1,2,7,1,8.8,27.2,284.9,48.0,5.8,9948.0,1.3,4.8,1005.0,Education
15.0,1,1,8,0,11.7,19.0,61.8,74.0,4.4,7607.0,4.5,2.3,857.0,Gaming
18.0,2,7,0,1,2.8,30.1,131.6,96.0,1.3,2018.0,5.9,3.9,300.0,Entertainment
39.0,0,1,8,0,4.2,3.0,101.5,198.0,3.0,6909.0,2.1,1.4,562.0,Social Media
60.0,0,1,6,0,10.0,1.5,25.0,82.0,4.1,2268.0,0.9,2.8,1353.0,Gaming
20.0,2,4,1,1,10.0,21.1,91.5,69.0,4.8,8849.0,4.7,0.6,1692.0,Social Media
56.0,2,6,0,1,4.7,21.8,295.7,11.0,1.6,7709.0,0.6,1.3,378.0,Social Media
16.0,0,5,2,1,6.8,21.1,29.9,134.0,1.3,8857.0,7.1,1.3,986.0,Work
17.0,1,2,2,0,9.8,5.2,166.8,163.0,5.6,530.0,4.5,3.5,1821.0,Gaming
39.0,1,7,1,1,7.1,26.7,101.2,136.0,0.8,5407.0,1.4,0.8,1486.0,Gaming
38.0,1,3,4,0,4.7,12.6,90.8,90.0,4.7,9825.0,3.3,1.8,1370.0,Gaming
36.0,1,5,2,0,10.1,46.9,229.4,102.0,1.0,2581.0,5.9,1.8,1130.0,Social Media
47.0,0,3,4,0,5.6,30.5,117.8,22.0,1.4,3790.0,7.0,0.0,853.0,Social Media
40.0,1,4,6,0,11.8,33.4,126.6,91.0,4.6,175.0,1.4,4.1,1602.0,Social Media
60.0,1,9,8,0,7.9,22.3,94.2,54.0,4.5,917.0,6.3,4.4,1832.0,Gaming
45.0,2,1,5,1,5.7,42.8,151.4,174.0,4.6,4604.0,2.2,2.1,518.0,Work
27.0,2,3,0,1,1.3,19.8,216.4,182.0,1.5,7732.0,1.1,4.1,1888.0,Entertainment
38.0,1,6,5,1,2.1,16.0,138.4,68.0,1.2,4659.0,6.2,4.0,363.0,Education
41.0,2,0,5,0,10.9,23.1,68.0,135.0,4.4,9775.0,1.8,4.4,1892.0,Social Media
18.0,1,5,6,1,7.5,49.4,259.7,22.0,3.8,8048.0,6.3,1.8,1278.0,Social Media
32.0,1,1,6,1,2.8,1.7,271.0,58.0,3.7,5675.0,4.1,2.1,1371.0,Work
25.0,2,0,3,1,7.4,21.0,163.1,117.0,1.9,1443.0,3.2,1.3,1152.0,Work
26.0,0,7,8,1,2.0,44.4,193.6,46.0,5.5,606.0,4.2,4.1,1582.0,Education
43.0,0,5,4,1,8.5,47.3,120.3,47.0,1.6,7453.0,3.6,0.5,334.0,Social Media
35.0,0,5,7,0,8.8,19.3,25.0,132.0,2.8,1091.0,7.3,0.4,1782.0,Work
36.0,0,1,5,1,8.7,36.9,110.5,32.0,3.6,3714.0,5.9,2.8,460.0,Social Media
47.0,2,1,1,0,9.6,6.0,89.0,168.0,5.3,4835.0,7.7,0.7,221.0,Gaming
58.0,2,1,1,1,5.6,1.3,250.5,114.0,0.5,6803.0,5.6,2.1,1461.0,Education
56.0,0,3,7,0,9.3,32.4,8.7,83.0,1.8,8268.0,2.4,2.0,1157.0,Work
51.0,0,6,6,1,6.1,32.0,155.0,66.0,4.9,3744.0,3.9,1.1,608.0,Gaming
58.0,1,1,8,0,7.5,24.5,158.5,122.0,5.3,2942.0,1.5,3.1,715.0,Gaming
50.0,0,2,8,0,3.8,13.2,93.3,125.0,5.0,4294.0,0.7,2.4,1394.0,Entertainment
48.0,2,8,3,0,3.3,18.6,38.4,78.0,2.9,5925.0,1.0,1.7,893.0,Gaming
16.0,0,6,4,1,7.4,2.0,76.9,138.0,4.5,9971.0,1.8,3.2,1991.0,Entertainment
34.0,1,9,8,0,9.4,6.6,92.9,167.0,5.9,1780.0,3.7,1.5,815.0,Work
59.0,0,3,5,1,9.4,48.4,70.3,30.0,1.1,8621.0,5.3,1.1,1546.0,Entertainment
31.0,1,1,8,0,1.0,8.2,174.7,41.0,5.5,2285.0,4.8,2.0,1056.0,Education
50.0,0,9,3,0,3.2,13.1,125.2,150.0,5.2,8932.0,2.3,3.3,771.0,Gaming
28.0,2,9,4,0,1.6,4.0,276.1,75.0,5.5,9281.0,7.6,0.7,1885.0,Gaming
54.0,2,8,8,1,11.8,8.5,36.1,118.0,1.8,3582.0,7.4,3.1,609.0,Social Media
29.0,2,0,6,1,11.8,11.4,149.6,28.0,0.5,2086.0,1.0,2.6,666.0,Social Media
38.0,0,6,4,1,10.1,23.5,178.7,94.0,1.4,3551.0,5.7,2.3,1686.0,Gaming
48.0,0,0,6,0,1.2,29.4,216.6,99.0,3.9,6517.0,1.2,0.2,1497.0,Work
42.0,1,1,8,1,8.8,21.6,71.5,14.0,6.0,7586.0,7.3,3.7,1013.0,Entertainment
23.0,0,7,1,1,10.2,4.5,131.6,198.0,0.6,8383.0,3.8,0.4,291.0,Work
35.0,1,1,0,0,7.2,49.0,55.5,41.0,2.1,8268.0,5.1,1.3,1941.0,Education
37.0,0,2,9,1,11.2,14.8,63.3,107.0,3.3,5163.0,4.7,4.5,1886.0,Work
50.0,1,3,8,1,9.2,22.6,174.4,75.0,3.4,1692.0,4.6,3.6,298.0,Entertainment
57.0,0,8,4,1,10.1,14.9,252.2,43.0,3.1,141.0,5.6,3.3,1975.0,Social Media
29.0,1,9,0,0,9.3,16.6,161.6,136.0,1.6,5360.0,4.3,4.6,1990.0,Work
38.0,2,5,5,1,7.7,3.9,216.9,39.0,2.1,1617.0,6.1,1.2,799.0,Work
19.0,2,9,9,0,11.5,37.3,15.2,39.0,1.9,8715.0,5.6,3.5,1956.0,Social Media
43.0,1,8,8,0,4.6,38.1,168.3,99.0,2.9,9948.0,4.6,4.7,1685.0,Social Media
55.0,2,0,7,0,11.9,46.9,38.9,134.0,0.6,3783.0,1.0,1.2,551.0,Education
20.0,2,6,5,0,4.8,25.6,229.2,150.0,0.7,383.0,1.4,2.2,1480.0,Social Media
30.0,1,6,9,1,7.1,16.7,152.3,181.0,1.6,7504.0,3.4,3.4,1114.0,Work
27.0,2,1,3,1,4.5,44.0,243.1,17.0,2.4,4742.0,5.6,1.4,299.0,Education
39.0,1,0,6,1,4.9,20.6,292.3,116.0,1.2,560.0,5.4,4.3,982.0,Social Media
28.0,0,7,1,1,5.9,8.1,293.6,187.0,2.3,2496.0,4.7,4.5,1173.0,Gaming
27.0,2,4,4,0,8.5,21.7,60.4,25.0,1.7,6097.0,2.9,2.0,1567.0,Social Media
36.0,0,4,4,0,5.8,26.0,139.5,25.0,5.4,1324.0,5.1,1.8,1351.0,Work
47.0,1,6,0,0,10.1,18.0,6.0,125.0,1.6,3041.0,3.5,2.0,597.0,Social Media
44.0,0,3,5,0,3.3,32.6,202.4,169.0,5.1,8683.0,5.4,4.9,1617.0,Education
33.0,2,3,9,1,5.6,19.9,12.9,169.0,1.6,7229.0,7.7,2.3,497.0,Work
40.0,0,7,4,1,7.5,6.9,242.4,121.0,2.5,1647.0,1.7,1.5,576.0,Gaming
52.0,2,1,1,1,9.7,21.2,157.6,110.0,3.1,6718.0,1.4,1.7,777.0,Work
59.0,0,8,3,1,3.4,23.6,203.4,128.0,5.7,1416.0,7.0,4.0,278.0,Entertainment
16.0,1,5,7,0,7.4,33.8,212.9,156.0,4.4,1171.0,5.6,3.5,1506.0,Social Media
32.0,2,9,3,0,6.2,19.7,75.4,178.0,0.9,991.0,3.5,4.5,1219.0,Entertainment
36.0,1,8,8,0,8.4,44.7,116.1,136.0,1.8,3529.0,6.1,3.8,1200.0,Entertainment
41.0,2,9,2,1,11.1,40.1,80.2,156.0,4.2,8429.0,7.0,4.2,358.0,Gaming
50.0,1,3,7,1,9.4,31.6,134.3,89.0,4.9,3082.0,1.2,2.6,1932.0,Work
54.0,2,2,5,1,1.1,21.3,113.4,96.0,4.4,2901.0,6.5,4.3,1179.0,Gaming
26.0,2,4,4,1,1.2,7.7,72.8,68.0,1.7,3486.0,1.0,3.1,1035.0,Education
46.0,0,2,2,1,2.9,6.9,183.9,17.0,5.5,9262.0,0.6,3.7,956.0,Education
30.0,1,5,6,1,4.6,23.2,37.2,152.0,3.9,9559.0,3.6,4.1,1802.0,Work
45.0,2,4,6,1,6.0,32.2,211.9,188.0,1.8,104.0,1.3,4.3,1951.0,Work
26.0,0,1,5,0,3.2,15.9,144.2,112.0,5.8,3317.0,2.4,4.6,1134.0,Education
39.0,1,0,3,0,4.9,25.9,297.2,140.0,2.6,4259.0,6.3,3.2,328.0,Gaming
59.0,1,7,9,0,4.0,20.8,122.1,52.0,3.5,6475.0,5.6,3.8,1462.0,Entertainment
23.0,2,9,7,1,1.2,21.1,238.3,91.0,2.9,8614.0,0.6,2.3,1469.0,Social Media
56.0,0,9,6,0,10.7,10.3,123.5,52.0,0.7,6986.0,5.5,4.8,696.0,Social Media
22.0,0,2,9,0,5.5,22.3,199.6,187.0,2.5,5100.0,2.0,0.1,1493.0,Education
36.0,2,4,6,0,8.2,13.1,205.2,87.0,5.6,9459.0,0.9,4.3,1109.0,Social Media
48.0,1,8,7,0,8.2,24.1,35.7,96.0,4.6,2205.0,2.0,1.7,851.0,Work
35.0,2,8,8,1,10.2,31.8,36.6,29.0,2.3,5225.0,2.0,2.3,1923.0,Gaming
25.0,2,3,5,0,6.7,14.8,195.8,53.0,1.2,5392.0,5.8,3.8,1105.0,Work
18.0,1,0,0,0,11.1,35.4,205.9,67.0,1.8,1358.0,1.7,3.0,1863.0,Education
55.0,2,3,9,1,3.7,12.9,239.1,38.0,3.1,9670.0,3.9,2.1,122.0,Gaming
27.0,2,9,3,1,4.8,5.0,207.7,80.0,4.4,3749.0,3.7,2.3,961.0,Gaming
16.0,2,0,7,0,10.3,1.7,227.8,198.0,5.7,1513.0,6.1,1.3,729.0,Work
56.0,2,6,9,0,9.8,19.9,284.4,178.0,5.1,3034.0,7.0,1.6,1276.0,Gaming
57.0,1,5,1,0,3.2,49.4,158.1,196.0,1.2,4976.0,8.0,4.1,304.0,Entertainment
54.0,2,6,8,1,5.4,5.0,34.6,70.0,0.7,9981.0,4.8,1.4,584.0,Gaming
35.0,2,2,7,1,1.4,46.4,218.2,38.0,3.7,8933.0,0.7,3.3,1580.0,Work
27.0,1,6,7,1,9.8,13.6,147.9,82.0,3.3,7578.0,1.0,3.9,505.0,Social Media
41.0,1,5,4,1,6.5,25.0,254.0,181.0,4.1,1626.0,3.0,4.3,543.0,Social Media
48.0,0,0,5,1,3.4,43.9,54.2,140.0,3.1,165.0,3.2,2.9,328.0,Education
25.0,1,4,2,0,10.3,48.5,66.2,34.0,3.6,3052.0,0.8,0.3,1097.0,Entertainment
39.0,0,2,8,1,8.3,44.5,182.5,197.0,2.7,8878.0,3.6,0.4,1335.0,Education
35.0,0,5,1,1,4.7,27.7,115.7,128.0,3.5,706.0,6.1,3.8,905.0,Work
45.0,0,8,4,0,10.2,9.8,5.1,55.0,0.7,6666.0,0.6,2.9,268.0,Work
48.0,2,6,5,1,9.6,24.6,165.3,187.0,1.1,2390.0,6.1,0.3,552.0,Gaming
56.0,1,1,4,0,1.1,6.0,246.1,79.0,2.6,1181.0,3.3,3.1,502.0,Social Media
43.0,1,2,1,0,10.6,2.8,33.1,122.0,3.9,248.0,4.9,2.4,1424.0,Gaming
51.0,1,3,9,1,7.4,14.3,40.1,121.0,1.8,2559.0,7.9,0.4,317.0,Social Media
36.0,2,0,5,0,5.1,17.4,284.3,158.0,3.6,1313.0,6.3,1.9,1648.0,Education
56.0,2,3,3,0,7.5,8.5,134.0,189.0,3.1,8157.0,6.7,2.8,761.0,Social Media
31.0,1,5,2,0,9.7,17.0,275.0,145.0,4.8,8084.0,1.9,2.8,955.0,Entertainment
51.0,1,8,2,0,10.6,2.7,91.4,81.0,4.6,4914.0,7.3,3.3,749.0,Entertainment
31.0,1,1,9,1,9.3,47.4,123.2,45.0,1.5,8800.0,6.2,1.7,706.0,Social Media
34.0,0,9,9,0,6.2,24.8,206.7,60.0,1.1,2615.0,5.3,1.8,1422.0,Entertainment
56.0,2,9,3,1,5.8,4.8,179.3,60.0,4.5,2264.0,2.7,1.1,1627.0,Work
47.0,2,4,2,1,6.1,34.8,265.5,17.0,2.3,4609.0,7.8,4.4,1252.0,Education
39.0,0,1,7,1,4.4,7.9,108.9,146.0,5.6,7089.0,7.2,0.7,1626.0,Work
31.0,0,8,8,0,2.1,38.3,14.1,142.0,2.5,8649.0,1.0,2.4,1878.0,Gaming
38.0,1,8,1,1,4.8,19.4,28.8,101.0,2.5,4217.0,3.4,3.1,1900.0,Education
59.0,0,1,4,1,3.1,21.0,143.8,137.0,5.9,7931.0,3.3,0.3,874.0,Work
26.0,2,8,1,1,4.2,17.1,196.9,109.0,2.8,5479.0,3.6,4.2,1458.0,Entertainment
39.0,1,8,7,0,9.0,27.2,199.8,199.0,2.0,5530.0,5.0,4.4,1442.0,Work
45.0,0,2,1,1,5.9,45.0,88.2,164.0,3.8,6155.0,5.7,0.1,777.0,Social Media
32.0,2,3,4,0,4.7,37.2,249.7,193.0,5.9,1499.0,4.6,2.4,1620.0,Work
60.0,1,3,0,1,5.7,8.1,90.3,93.0,4.0,7173.0,5.4,4.0,383.0,Social Media
57.0,0,5,5,1,9.3,30.3,58.8,27.0,3.4,6056.0,2.2,4.0,1689.0,Work
20.0,0,1,3,1,4.4,3.4,287.9,162.0,2.6,1294.0,1.6,0.3,1265.0,Work
46.0,1,9,4,0,3.4,34.6,236.6,70.0,4.7,3910.0,2.3,4.7,471.0,Entertainment
36.0,2,9,7,1,10.4,8.4,112.0,20.0,5.7,8296.0,6.8,0.1,282.0,Education
49.0,1,1,9,0,6.7,32.8,200.5,199.0,4.4,9932.0,3.7,2.0,1683.0,Entertainment
18.0,1,7,4,1,7.5,23.5,174.4,71.0,0.9,1062.0,6.2,4.2,1923.0,Social Media
52.0,2,3,2,1,7.0,42.9,231.0,190.0,0.7,7473.0,7.6,3.3,580.0,Social Media
54.0,0,5,3,1,9.1,2.6,119.0,155.0,5.0,3590.0,1.9,2.5,507.0,Education
45.0,0,4,2,0,1.0,22.1,105.4,154.0,2.8,9351.0,4.1,0.8,942.0,Entertainment
19.0,0,9,6,1,3.2,30.4,142.8,173.0,4.0,5604.0,2.6,2.7,1487.0,Education
53.0,2,5,2,0,9.4,41.4,156.3,121.0,4.8,4216.0,7.9,1.9,562.0,Work
15.0,1,3,3,0,3.0,26.9,279.6,180.0,3.6,7006.0,4.9,1.4,1520.0,Education
47.0,1,9,6,0,1.6,30.9,299.1,75.0,0.6,6951.0,4.2,0.2,1337.0,Social Media
51.0,0,5,6,1,3.2,15.3,55.0,141.0,1.6,3023.0,3.3,4.5,1457.0,Gaming
57.0,1,2,7,0,6.8,18.9,56.4,115.0,4.5,7566.0,7.5,0.5,670.0,Gaming
17.0,0,8,4,1,1.0,35.0,201.6,35.0,3.7,8437.0,3.7,4.9,525.0,Social Media
58.0,1,7,4,0,2.4,23.5,67.7,86.0,1.4,6245.0,4.5,4.6,110.0,Gaming
30.0,2,2,8,1,9.1,44.5,25.3,79.0,4.9,5359.0,1.6,1.7,1700.0,Education
17.0,1,3,9,0,3.5,26.1,155.4,38.0,1.4,7477.0,2.0,2.1,1073.0,Work
17.0,0,6,1,1,1.9,37.8,238.1,71.0,1.2,7497.0,6.3,4.3,1492.0,Work
27.0,0,2,8,0,11.6,7.6,82.5,21.0,0.5,8795.0,6.9,1.5,1769.0,Education
16.0,1,4,5,1,10.4,8.4,250.8,168.0,2.5,3821.0,0.6,3.1,1278.0,Education
25.0,0,0,0,0,11.2,18.7,122.2,189.0,5.2,3691.0,1.2,2.6,438.0,Work
16.0,1,5,0,0,3.7,13.2,293.0,191.0,5.5,3522.0,1.4,4.7,597.0,Work
45.0,0,6,2,1,9.7,38.1,149.1,64.0,0.9,3518.0,6.6,2.9,1671.0,Education
20.0,1,6,2,0,10.7,27.2,84.3,135.0,4.3,7987.0,2.4,4.5,157.0,Gaming
20.0,0,9,0,1,9.6,12.5,11.6,121.0,2.2,4989.0,2.8,1.3,1443.0,Entertainment
19.0,2,1,1,0,4.3,27.8,47.9,75.0,1.2,9062.0,7.1,1.0,201.0,Entertainment
40.0,1,6,7,1,7.0,4.8,97.9,19.0,3.0,5949.0,5.8,0.0,1468.0,Work
57.0,1,6,9,1,5.2,29.5,267.1,184.0,2.6,7492.0,2.7,2.0,1458.0,Education
53.0,0,9,9,0,7.3,26.5,229.3,144.0,4.6,4925.0,3.3,2.8,621.0,Social Media
57.0,1,2,0,0,5.2,19.2,155.6,40.0,1.5,7457.0,7.2,0.1,1768.0,Work
23.0,2,0,1,1,5.6,15.6,114.9,141.0,5.2,316.0,7.2,0.8,1662.0,Gaming
17.0,1,9,6,1,6.8,41.1,135.1,147.0,4.6,9158.0,4.6,4.0,200.0,Education
32.0,2,4,6,1,4.8,49.3,267.0,142.0,1.7,2443.0,1.5,2.9,199.0,Entertainment
54.0,1,9,2,1,3.8,22.6,279.3,135.0,5.4,7403.0,5.7,4.0,1499.0,Gaming
49.0,0,7,3,0,5.2,42.7,156.5,88.0,3.1,6603.0,4.5,4.2,738.0,Gaming
32.0,0,4,5,0,9.9,14.8,278.1,39.0,2.0,2213.0,7.0,2.6,697.0,Entertainment
18.0,1,9,9,1,3.3,28.2,188.2,43.0,3.4,289.0,0.6,4.7,658.0,Education
19.0,2,9,1,1,10.8,16.1,101.3,193.0,5.0,7286.0,3.7,3.6,1283.0,Gaming
45.0,0,0,9,0,6.7,33.5,121.1,29.0,1.6,1575.0,6.0,1.1,497.0,Work
25.0,1,7,5,0,11.7,19.2,239.9,116.0,0.9,1251.0,2.9,1.4,1130.0,Social Media
58.0,0,1,3,0,2.2,48.4,185.3,79.0,3.6,6142.0,4.1,1.0,209.0,Education
54.0,2,9,9,0,8.4,37.5,92.5,85.0,5.4,2128.0,1.5,1.2,1778.0,Education
51.0,1,0,4,0,10.4,29.2,109.2,37.0,4.6,7289.0,5.0,1.5,442.0,Social Media
40.0,2,1,2,0,1.9,47.0,223.6,95.0,3.9,1306.0,1.4,0.6,1778.0,Social Media
32.0,1,5,2,1,10.1,15.5,80.2,108.0,0.8,9501.0,4.7,0.5,887.0,Entertainment
43.0,2,8,9,1,7.8,16.1,97.8,36.0,2.4,4586.0,3.8,0.7,1437.0,Social Media
29.0,2,8,8,0,6.4,24.5,61.2,197.0,1.5,3555.0,7.2,3.9,725.0,Work
23.0,0,7,2,1,5.3,4.1,193.7,31.0,1.8,415.0,6.7,1.8,1423.0,Work
33.0,2,7,4,0,1.7,1.3,269.3,33.0,5.0,3582.0,6.8,4.6,1658.0,Entertainment
42.0,2,2,2,1,10.2,39.0,292.2,37.0,4.4,8540.0,2.9,0.9,1889.0,Education
47.0,2,3,9,1,3.0,16.1,66.9,116.0,3.4,1086.0,3.2,2.7,1954.0,Entertainment
59.0,1,3,9,1,3.1,43.7,276.1,61.0,3.2,7132.0,7.2,4.5,518.0,Gaming
47.0,1,2,1,1,2.3,41.2,245.6,10.0,4.4,735.0,0.7,4.4,1698.0,Entertainment
54.0,2,0,9,1,10.9,42.9,102.8,20.0,5.2,4607.0,6.9,0.5,470.0,Entertainment
21.0,0,9,7,1,7.5,45.8,240.0,122.0,2.3,6449.0,1.3,2.4,436.0,Entertainment
18.0,1,8,9,0,10.5,31.7,196.4,68.0,3.2,2922.0,3.9,2.4,672.0,Education
46.0,1,8,3,1,1.6,13.0,112.3,176.0,1.3,5648.0,1.8,1.1,726.0,Entertainment
15.0,1,3,5,0,6.3,33.1,256.4,102.0,1.1,8135.0,7.7,4.2,1570.0,Entertainment
38.0,0,8,9,1,3.5,46.3,297.3,74.0,2.6,2197.0,6.5,4.7,281.0,Gaming
51.0,2,3,4,0,9.0,47.0,199.0,28.0,4.0,857.0,2.7,2.4,1462.0,Gaming
60.0,0,5,3,0,4.6,35.6,95.5,14.0,5.7,927.0,4.0,4.8,1545.0,Education
16.0,1,6,9,0,5.8,25.0,62.5,135.0,4.2,6910.0,0.9,2.2,1667.0,Education
34.0,2,4,6,1,7.4,33.9,153.5,188.0,5.1,4289.0,7.1,4.7,429.0,Social Media
56.0,2,2,4,0,3.5,37.4,8.2,17.0,2.8,1726.0,7.8,4.3,964.0,Gaming
